checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking account,24,no credits taken/all paid back duly,furniture/equipment,2028,<100,4<=X<7,2.0,male single,none,2,life insurance,30,none,own,2,unskilled,1,,,good
<0,15,no credits taken/all paid back duly,furniture/equipment,1433,<100,1<=X<4,4.0,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,,,good
>=20000,42,no credits taken/all paid back duly,furniture/equipment,6289,<100,<1,2.0,male div/sep,none,1,life insurance,33,none,own,2,skilled,1,,,good
no checking account,13,existing paid,television,1409,<100,unemployed,2.0,female div/dep/mar,none,4,real estate,64,none,own,1,skilled,1,,,good
<0,24,existing paid,car,6579,<100,unemployed,4.0,male single,none,2,no known property,29,none,free,1,high qualif/self emp/mgmt,1,,,good
0<=X<20000,24,no credits taken/all paid back duly,television,1743,<100,>=7,4.0,male single,none,2,life insurance,48,none,own,2,unskilled,1,,,good
no checking account,12,no credits taken/all paid back duly,furniture/equipment,3565,no known savings account,<1,2.0,male single,none,1,life insurance,37,none,own,2,unskilled,2,,,good
no checking account,15,no credits taken/all paid back duly,television,1569,<100,>=7,4.0,male single,none,4,car,34,bank,own,1,unskilled,2,,,good
<0,18,existing paid,television,1936,no known savings account,4<=X<7,2.0,male mar/wid,none,4,car,23,none,rent,2,unskilled,1,,,good
<0,36,existing paid,furniture/equipment,3959,<100,unemployed,4.0,male single,none,3,life insurance,30,none,own,1,high qualif/self emp/mgmt,1,,,good
no checking account,12,existing paid,car,2390,no known savings account,>=7,4.0,male single,none,3,car,50,none,own,1,skilled,1,,,good
no checking account,12,existing paid,furniture/equipment,1736,<100,4<=X<7,3.0,female div/dep/mar,none,4,real estate,31,none,own,1,unskilled,1,,,good
<0,30,existing paid,car,3857,<100,1<=X<4,4.0,male div/sep,none,4,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,,,good
no checking account,12,existing paid,television,804,<100,>=7,4.0,male single,none,4,car,38,none,own,1,skilled,1,,,good
<0,45,existing paid,television,1845,<100,1<=X<4,4.0,male single,none,4,no known property,23,none,free,1,skilled,1,,,bad
0<=X<20000,45,no credits taken/all paid back duly,car,4576,<100,unemployed,3.0,male single,none,4,car,27,none,own,1,skilled,1,,,good
